KOD POCZTOWY;ADRES;MIEJSCOWOŚĆ;WOJEWÓDZTWO;POWIAT
83-409;Poczta Korne agencja pocztowa Kościerzyna 001;Korne;pomorskie;Powiat kościerski
83-420;Poczta Liniewo;Liniewo;pomorskie;Powiat kościerski
83-422;Poczta Filia UP Nowa Karczma;Nowy Barkoczyn;pomorskie;Powiat kościerski
83-423;Poczta Filia UP Kościerzyna 1;Wielki Klincz;pomorskie;Powiat kościerski
83-424;Poczta Lipusz;Lipusz;pomorskie;Powiat kościerski
83-425;Poczta Dziemiany;Dziemiany;pomorskie;Powiat kościerski
83-430;Poczta Stara Kiszewa;Stara Kiszewa;pomorskie;Powiat kościerski
83-431;Poczta Stary Bukowiec;Stary Bukowiec;pomorskie;Powiat kościerski
83-440;Poczta Karsin;Karsin;pomorskie;Powiat kościerski
83-441;Poczta Filia UP Karsin;Wiele;pomorskie;Powiat kościerski
84-100;Poczta Puck;Puck;pomorskie;Powiat pucki
84-103;Poczta Filia UP Puck;Łebcz;pomorskie;Powiat pucki
84-104;Poczta Jastrzębia Góra;Władysławowo;pomorskie;Powiat pucki
84-105;Poczta Karwia, ul. 12 Marca 63;Karwia;pomorskie;Powiat pucki
84-106;Poczta Filia UP Puck;Leśniewo;pomorskie;Powiat pucki
84-107;Poczta Filia UP Puck;Starzyno;pomorskie;Powiat pucki
84-110;Poczta Krokowa;Krokowa;pomorskie;Powiat pucki
84-113;Poczta Oddział UP Krokowo;Wierzchucino;pomorskie;Powiat pucki
84-120;Poczta Władysławowo, ul. Towarowa 2;Władysławowo;pomorskie;Powiat pucki
84-120;Skrytki Pocztowe Poczta Władysławowo, ul. Towarowa 2;Władysławowo;pomorskie;Powiat pucki
84-122;Poczta Filia UP Puck;Żelistrzewo;pomorskie;Powiat pucki
84-123;Poczta Filia UP Puck;Połchowo;pomorskie;Powiat pucki
84-130;Poczta Kuźnica, ul. Księdza Szynalewskiego 9;Kuźnica;pomorskie;Powiat pucki
84-140;Poczta Jastarnia;Jastarnia;pomorskie;Powiat pucki
84-141;Poczta Jurata;Jastarnia Jurata;pomorskie;Powiat pucki
84-150;Poczta Hel;Hel;pomorskie;Powiat pucki
84-200;Poczta Wejherowo 001, ul. Sobieskiego 219;Wejherowo;pomorskie;Powiat wejherowski
84-200;Skrytki Pocztowe Poczta Wejherowo 001, ul. Sobieskiego 219;Wejherowo;pomorskie;Powiat wejherowski
84-202;Poczta Wejherowo 004, ul. Harcerska 10;Wejherowo;pomorskie;Powiat wejherowski
84-204;Poczta Wejherowo 006, ul. Pomorska 3 D;Wejherowo;pomorskie;Powiat wejherowski
84-206;Poczta Nowy Dwór Wejherowski;Nowy Dwór Wejherowski;pomorskie;Powiat wejherowski
84-207;Poczta Koleczkowo;Koleczkowo;pomorskie;Powiat wejherowski
84-208;Poczta Kielno;Kielno;pomorskie;Powiat wejherowski
84-210;Poczta Choczewo;Choczewo;pomorskie;Powiat wejherowski
84-211;Poczta Agencja UP Choczewo;Sasino;pomorskie;Powiat wejherowski
84-214;Poczta Bożepole Wielkie, ul. Lęborska 24;Bożepole Wielkie;pomorskie;Powiat wejherowski
84-217;Poczta Szemud;Szemud;pomorskie;Powiat wejherowski
84-218;Poczta Łęczyce;Łęczyce;pomorskie;Powiat wejherowski
84-219;Poczta Rozłazino agencja pocztowa Łęczyce;Rozłazino;pomorskie;Powiat wejherowski
84-220;Poczta Agencja UP Luzino;Strzebielino;pomorskie;Powiat wejherowski
84-222;Poczta Strzepcz;Strzepcz;pomorskie;Powiat wejherowski
84-223;Poczta Linia;Linia;pomorskie;Powiat wejherowski
84-230;Poczta Rumia 001, ul. Pomorska 11 A;Rumia;pomorskie;Powiat wejherowski
84-230;Skrytki Pocztowe Poczta Rumia 001, ul. Pomorska 11 A;Rumia;pomorskie;Powiat wejherowski
84-231;Poczta Rumia 003, ul. Majkowskiego 13;Rumia;pomorskie;Powiat wejherowski
84-232;Poczta Rumia 004, ul. Starowiejska 17;Rumia;pomorskie;Powiat wejherowski
84-232;Skrytki Pocztowe Poczta Rumia 004, ul. Starowiejska 17;Rumia;pomorskie;Powiat wejherowski
84-239;Poczta Bolszewo;Bolszewo;pomorskie;Powiat wejherowski
84-240;Poczta Reda;Reda;pomorskie;Powiat wejherowski
84-241;Poczta Oddział UP Bolszewo;Gościcino;pomorskie;Powiat wejherowski
84-242;Poczta Luzino;Luzino;pomorskie;Powiat wejherowski
84-250;Poczta Gniewino;Gniewino;pomorskie;Powiat wejherowski
84-252;Poczta Oddział UP Bolszewo;Zamostne;pomorskie;Powiat wejherowski
84-300;Poczta Lębork;Lębork;pomorskie;Powiat lęborski
84-300;Skrytki Pocztowe Poczta Lębork 003, ul. Armii Krajowej 11;Lębork;pomorskie;Powiat lęborski
84-301;Poczta Lębork 003, ul. Armii Krajowej 11;Lębork;pomorskie;Powiat lęborski
84-301;Poczta Oddział UP Lębork 001, ul. Krzywoustego 42 a;Lębork;pomorskie;Powiat lęborski
84-302;Poczta Lębork 004, ul. Olimpijczyków 237;Lębork;pomorskie;Powiat lęborski
84-303;Poczta Lębork 005, ul. Słowackiego 24c;Lębork;pomorskie;Powiat lęborski
84-310;Poczta Lębork 002, ul. Dworcowa 7;Lębork;pomorskie;Powiat lęborski
84-312;Poczta Filia UP Lębork 002, ul. Witosa 42;Cewice;pomorskie;Powiat lęborski
84-313;Poczta Filia UP Lębork 002, Osiedle Na Skarpie 4;Siemirowice;pomorskie;Powiat lęborski
84-315;Poczta Maszewo koło Lęborka;Maszewo Lęborskie;pomorskie;Powiat lęborski
84-350;Poczta Łebień;Łebień;pomorskie;Powiat lęborski
84-351;Poczta Nowa Wieś Lęborska, ul. Grunwaldzka 1 A;Nowa Wieś Lęborska;pomorskie;Powiat lęborski
84-352;Poczta Wicko;Wicko;pomorskie;Powiat lęborski
84-353;Poczta Filia UP Lębork 001, ul. Kwiatowa 26;Mosty;pomorskie;Powiat lęborski
84-360;Poczta Łeba, ul. Kościuszki 23;Łeba;pomorskie;Powiat lęborski
85-001;Poczta Bydgoszcz 001, ul. Jagiellońska 6;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-003;Poczta Bydgoszcz 003, ul. Gdańska 58;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-004;Pl. Wolności;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-004;ul. 19 Marca 1981 r.;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-004;ul. Parkowa;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-005;ul. Drukarska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-005;ul. Gdańska od 1 do 83;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-006;ul. Gdańska od 2 do 50;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-007;ul. Gimnazjalna;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-007;ul. Reja Mikołaja;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-008;ul. Krasińskiego Zygmunta;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-008;ul. Słowackiego Juliusza;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-009;ul. Dworcowa od 1 do ostatniego;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-010;ul. Dworcowa od 2 do ostatniego;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-011;ul. Śniadeckich Jana i Jędrzeja;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-012;Pl. Piastowski;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-013;ul. Wileńska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-014;ul. Staszica Stanisława;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-015;ul. Księdza Markwarta Ryszarda;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-016;ul. 3 Maja;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-016;ul. Moczyńskiego Zygmunta;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-017;Poczta Bydgoszcz 017, ul. Warszawska 2;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-018;ul. Skargi Piotra;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-020;Poczta Bydgoszcz 020, ul. Konarskiego 1/3;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-020;Skrytki Pocztowe Poczta Bydgoszcz 020, ul. Konarskiego 1/3;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-021;ul. Gdańska od 52 do 140;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-022;ul. Gdańska od 85 do 145;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-023;ul. Toruńska od 2 do 158, od 1 do 91;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-024;ul. Babia Wieś;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-026;ul. Żupy;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-027;ul. Jagiellońska od 64 do ostatniego, od 59 do ostatniego;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-028;Al. Kardynała Wyszyńskiego Stefana od 2 do 30, od 1 do 17;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-028;ul. Żmudzka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-029;ul. Bernardyńska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-029;ul. Rondo Bernardyńskie;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-030;ul. Rumińskiego Bolesława;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-030;ul. Urocza;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-030;ul. Świętego Floriana;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-031;ul. Kujawska od 2 do 48, od 1 do 51;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-032;ul. Rejtana Tadeusza;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-033;Pl. Kościeleckich;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-034;ul. Długa;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-034;ul. Pod Blankami;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-035;ul. Jana Kazimierza;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-035;ul. Przesmyk;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-036;ul. Trybunalska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-036;ul. Wąska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-036;ul. Wełniany Rynek;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-037;ul. Sienkiewicza Henryka od 1 do ostatniego;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-038;ul. Sienkiewicza Henryka od 2 do ostatniego;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-039;ul. Hetmańska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-040;ul. Świecka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-041;ul. Racławicka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-042;ul. Żółkiewskiego Stanisława;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-042;ul. Bocianowo;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-043;ul. Ogrodowa;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-043;ul. Rycerska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-044;ul. Berwińskiego Ryszarda;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-045;ul. Krakowska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-046;ul. Pomorska od 1 do ostatniego;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-047;ul. Bolesława Chrobrego;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-047;ul. Kwiatowa;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-048;Pl. Kościuszki Tadeusza;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-048;ul. Kaszubska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-049;ul. Aleje Jana Pawła II od 1 do 9;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-049;ul. Ujejskiego Kornela od 104 do ostatniego;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-050;ul. Pomorska od 2 do 50;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-051;ul. Pomorska od 52 do ostatniego;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-052;ul. Cieszkowskiego Augusta;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-053;ul. Terasy od 2 do 2;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-054;ul. Doktora Warmińskiego Emila;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-054;ul. Obrońców Bydgoszczy;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-055;ul. Podolska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-055;ul. Zduny;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-056;ul. Bulwary;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-056;ul. Doktora Marcinkowskiego Karola;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-057;ul. Fredry Aleksandra;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-058;Pl. Zbawiciela;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-058;ul. Warszawska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-059;ul. Langiewicza Mariana;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-059;ul. Unii Lubelskiej;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-060;ul. Sobieskiego Jana;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-061;ul. Matejki Jana;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-061;ul. Ślusarska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-062;ul. Lipowa;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-063;ul. Zamoyskiego Jana;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-064;ul. Chodkiewicza Karola Jana od 2 do 30;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-064;ul. Niemcewicza Juliana Ursyna;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-065;ul. Chodkiewicza Karola Jana od 1 do 21;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-066;ul. Księdza Konarskiego Stanisława;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-067;ul. Jagiellońska od 2 do 16, od 1 do 15;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-067;ul. Rondo Jagiellonów;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-068;ul. Druckiego - Lubeckiego Franciszka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-068;ul. Księcia Lubeckiego Franciszka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-068;ul. Pocztowa;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-068;ul. Stary Port;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-069;Pl. Teatralny;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-070;ul. Karmelicka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-070;ul. Marszałka Focha;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-070;ul. Wybrzeże imienia Prezydenta Narutowicza;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-071;Al. Mickiewicza Adama;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-072;Pl. Weyssenhoffa Józefa;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-073;ul. Kasprowicza Jana;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-073;ul. Sielanka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-073;ul. Wyspiańskiego Stanisława;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-074;ul. Asnyka Adama;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-074;ul. Kopernika Mikołaja;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-074;ul. Szymanowskiego Karola;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-075;ul. Paderewskiego Ignacego;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-076;ul. Reymonta Władysława;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-076;ul. Szenwalda Lucjana;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-077;ul. Świętojańska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-078;ul. Chocimska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-079;ul. Kościuszki Tadeusza;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-080;ul. Księdza Kołłątaja Hugona;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-080;ul. Libelta Karola;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-080;ul. Skwer Komedy Krzysztofa;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-080;ul. Szwalbego Andrzeja;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-081;ul. 20 Stycznia 1920 r.;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-082;ul. Zygmunta Augusta;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-083;ul. Generała Sowińskiego Józefa;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-084;ul. Mazowiecka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-085;ul. Żabia;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-085;ul. Cegielniana;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-085;ul. Ceramiczna;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-085;ul. Fordońska od 2 do 30, od 1 do 25;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-085;ul. Mała;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-085;ul. Polanka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-086;ul. Skwer Turwida Mariana;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-087;ul. Gajowa od 2 do 82, od 1 do 83;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-087;ul. Huculska;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-087;ul. Pałucka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-088;ul. Skłodowskiej Curie Marii od 42 do 58, od 11 do 29;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-089;ul. Doktora Jurasza Antoniego;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-089;ul. Lecznicza;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-090;Al. Powstańców Wielkopolskich od 2 do 2, od 6 do ostatniego, od 1 do ostatniego;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-091;ul. Sportowa;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-092;ul. Chopina Fryderyka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-092;ul. Karłowicza Mieczysława;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-092;ul. Księdza Sieńki Ludwika;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-092;ul. Moniuszki Stanisława;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-092;ul. Ogińskiego Michała Kleofasa;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-092;ul. Wyczółkowskiego Leona;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-093;Al. Ossolińskich;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-094;ul. Skłodowskiej Curie Marii od 2 do 40, od 1 do 9;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-095;ul. Pestalozziego Jana;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-096;ul. Kolberga Oskara;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-096;ul. Kurpińskiego Karola;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-096;ul. Łużycka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-097;ul. Jagiellońska od 18 do 62, od 17 do 57;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-098;ul. Park Ludowy imienia Witosa Wincentego;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-098;ul. Piotrowskiego Maksymiliana;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-099;Poczta Bydgoszcz 023, ul. Curie Skłodowskiej 38 B;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-099;Skrytki Pocztowe Poczta Bydgoszcz 023, ul. Curie Skłodowskiej 38 B;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-100;ul. Glinki od 23 do 77;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-101;ul. Farna;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-102;ul. Jezuicka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-102;ul. Przyrzecze;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-103;ul. Ku Młynom;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-103;ul. Niedźwiedzia;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-104;ul. Batorego Stefana;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-104;ul. Księdza Malczewskiego Tadeusza;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-105;ul. Stary Rynek;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-106;ul. Zaułek;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-107;Poczta Bydgoszcz 036, ul. Skłodowskiej Curie Marii 26;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-108;ul. Rybi Rynek;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-108;ul. Spichlerna;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-109;ul. Grodzka;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-109;ul. Przy Zamczysku;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-110;ul. Mostowa;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-111;ul. Generała Magdzińskiego Teofila;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
85-111;ul. Podwale;Bydgoszcz;kujawsko-pomorskie;Miasto Bydgoszcz na prawach powiatu
